"Site","Date","sample_id","FlowRate","Cov1_below_lod","cov2_conc","BCoV","BCoVConc","bod","capacity_mgd","composite_freq","concentration_method","conductivity","county","do","epaid","equiv_sewage_amt","extraction_method","hf183_conc","inhibition_adjust","inhibition_detect","inhibition_method","lod_ref","n1_lod","n1_loq","n1_ntc_amplify","n1_num_no_target_control","n1_num_ntc_amplify","N1","N1Error","n1_sars_cov2_lod","n1_sars_cov2_units","n2_lod","n2_loq","n2_ntc_amplify","n2_num_no_target_control","n2_num_ntc_amplify","N2","N2Error","n2_sars_cov2_lod","n2_sars_cov2_units","pcr_type","ph","PMMoV","Pop","quant_stan_ref","quant_stan_type","sample_collect_time","sample_location","sample_location_specify","sample_matrix","sample_type","state","temperature","RepDate","tss","wwtp_comments","zipcode","analytical_comments","unformatted_collectdate","mycustomer","AVG","wt"
"Wolf River",2020-09-22,"527172001",0.013,NA,648108,0.82,5.96,NA,0.065,"24hr-FWCmp","filtMgCl2",NA,"Menominee",NA,"WI0071307",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,900329,102242,NA,"Gene copies/L",33000,68000,"N",3,NA,395887,81177,"No","Gene copies/L","qPCR",NA,2841628,1000,"IDT","DNA-plasm","10:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-25 12:00:00,NA,NA,"54135",NA,"44096.416666666664","355660",597016.37064908,2
"Keshena",2020-09-22,"527180001",0.0936,NA,376594,1.09,5.96,NA,0.35,"24hr-FWCmp","filtMgCl2",NA,"Menominee",NA,"WI0071315",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,468396,46102,NA,"Gene copies/L",33000,68000,"N",3,NA,284791,30102,"No","Gene copies/L","qPCR",NA,5374313,2500,"IDT","DNA-plasm","10:40","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-25 12:00:00,NA,NA,"54135",NA,"44096.444444444445","355660",365232.75487831,2
"Marinette",2020-09-22,"527185001",2,NA,38652,1.35,5.96,NA,7.8,"24hr-FWCmp","filtMgCl2",NA,"Marinette",NA,"WI0026182",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,62395,10242,NA,"Gene copies/L",33000,68000,"N",3,NA,14908,1975,"Yes","Gene copies/L","qPCR",NA,26962032,10608,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.6,2020-09-25 12:00:00,NA,NA,"54143",NA,"44096.291666666664","355660",30498.9288336492,2
"Wausau",2020-09-22,"527194001",4.07,NA,3608,0.49,5.96,NA,8.2,"24hr-FWCmp","filtMgCl2",NA,"Marathon","3.49","WI0025739",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,6670,2764,NA,"Gene copies/L",33000,68000,"N",3,NA,547,335,"Yes","Gene copies/L","qPCR",7.34,17359919,42000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.3,2020-09-25 12:00:00,NA,NA,"54401",NA,"44096.333333333336","355660",1910.10209151239,2
"Rib Mountain",2020-09-22,"527216001",2.563,NA,71,1.01,5.96,NA,4.4,"24hr-FWCmp","filtMgCl2",NA,"Marathon",NA,"WI0035581",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,NA,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,142,-1,"Yes","Gene copies/L","qPCR",7.7,29189569,40000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.8,2020-09-25 12:00:00,NA,NA,"54401",NA,"44096.291666666664","355660",142,1
"Hudson",2020-09-22,"527227001",1.469,NA,11594,0.1,5.96,NA,2.2,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix","9.4","WI0024279",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,18178,1809,NA,"Gene copies/L",33000,68000,"N",3,NA,5011,1916,"Yes","Gene copies/L","qPCR",7.8,7790963,19680,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",6.9,2020-09-25 12:00:00,NA,NA,"54016",NA,"44096.291666666664","355660",9544.10592983963,2
"Janesville",2020-09-22,"527228001",10.89,NA,378,0.06,5.96,NA,16.1,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0030350",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,660,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,95,-1,"Yes","Gene copies/L","qPCR",7.81,7446569,63500,"IDT","DNA-plasm","07:10","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",2.9,2020-09-25 12:00:00,NA,NA,"53548",NA,"44096.298611111109","355660",250.399680510978,2
"Chippewa Falls",2020-09-22,"527238001",2.477,NA,1882,0.01,5.96,NA,4.5,"24hr-FWCmp","filtMgCl2",NA,"Chippewa","2.0","WI0023604",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,3694,3096,NA,"Gene copies/L",33000,68000,"N",3,NA,71,-1,"Yes","Gene copies/L","qPCR",6.9,10092078,13000,"IDT","DNA-plasm","07:24","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11.8,2020-09-25 12:00:00,NA,NA,"54729-2175",NA,"44096.308333333334","355660",512.12693738955,2
"Sparta",2020-09-22,"527243001",1.235,NA,10131,0.04,5.96,NA,4,"24hr-FWCmp","filtMgCl2",1100,"Monroe","5.92","WI0020737",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,18175,1930,NA,"Gene copies/L",33000,68000,"N",3,NA,2086,407,"Yes","Gene copies/L","qPCR",8.96,6464780,9500,"IDT","DNA-plasm","07:30","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,2020-09-25 12:00:00,NA,NA,"54656",NA,"44096.3125","355660",6157.35738771106,2
"La Crosse",2020-09-22,"527256001",9.78,NA,3305,0.03,5.96,NA,20,"24hr-FWCmp","filtMgCl2",NA,"La Crosse","2.77","WI0029581",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,6274,1175,NA,"Gene copies/L",33000,68000,"N",3,NA,335,270,"Yes","Gene copies/L","qPCR",7.42,10910085,85000,"IDT","DNA-plasm","07:21","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",11,2020-09-25 12:00:00,NA,NA,"54601",NA,"44096.306250000001","355660",1449.75515174115,2
"River Falls",2020-09-22,"527259001",1.465,NA,35773,0.43,5.96,NA,1.8,"24hr-FWCmp","filtMgCl2",NA,"Pierce","5.93","WI0029394",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,62837,7687,NA,"Gene copies/L",33000,68000,"N",3,NA,8708,3929,"Yes","Gene copies/L","qPCR",6.72,14624211,16000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",6,2020-09-25 12:00:00,NA,NA,"54022",NA,"44096.333333333336","355660",23391.9771716715,2
"Ashland",2020-09-22,"527292001",0.66,NA,21329,0.37,5.96,NA,1.92,"24hr-FWCmp","filtMgCl2",674,"Ashland",NA,"WI0030767",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,33511,7080,NA,"Gene copies/L",33000,68000,"N",3,NA,9148,2991,"Yes","Gene copies/L","qPCR",7.62,11850440,8000,"IDT","DNA-plasm","08:10","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",2.4,2020-09-25 12:00:00,NA,NA,"54806",NA,"44096.340277777781","355660",17508.8157223725,2
"Stevens Point",2020-09-22,"527294001",2.225,NA,47857,0.23,5.96,NA,4.55,"24hr-FWCmp","filtMgCl2",760,"Portage","6.55","WI0029572",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,78958,1318,NA,"Gene copies/L",33000,68000,"N",3,NA,16757,6387,"Yes","Gene copies/L","qPCR",7.1,15543093,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",2.3,2020-09-25 12:00:00,NA,NA,"54481",NA,"44096.291666666664","355660",36374.4306622111,2
"Manitowoc",2020-09-22,"527322001",8.4,NA,617,0.05,5.96,NA,15.5,"24hr-FWCmp","filtMgCl2",NA,"Manitowoc",NA,"WI0024601",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,996,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,237,150,"Yes","Gene copies/L","qPCR",7.6,4181659,34450,"IDT","DNA-plasm","12:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.6,2020-09-25 12:00:00,NA,NA,"54220",NA,"44096.5","355660",485.851829264849,2
"Plymouth",2020-09-22,"527325001",1.637,NA,2614,0.08,5.96,NA,1.8,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0030031",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,5100,3356,NA,"Gene copies/L",33000,68000,"N",3,NA,128,-1,"Yes","Gene copies/L","qPCR",NA,8265334,9000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-25 12:00:00,NA,NA,"53073",NA,"44096.333333333336","355660",807.960395068966,2
"Eau Claire",2020-09-22,"527330001",7.44,NA,1280,0.01,5.96,NA,12,"24hr-FWCmp","filtMgCl2",1178,"Eau Claire","1.79","WI0023850",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,1591,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,970,788,"Yes","Gene copies/L","qPCR",7.39,11175161,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",12.1,2020-09-25 12:00:00,NA,NA,"54703",NA,"44096.25","355660",1242.28418648874,2
"Kenosha",2020-09-21,"527331001",18.69,NA,12714,0.82,5.96,NA,28,"24hr-FWCmp","filtMgCl2",1202,"Kenosha","4.94","WI0028703",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,21838,3134,NA,"Gene copies/L",33000,68000,"N",3,NA,3589,1102,"Yes","Gene copies/L","qPCR",7.7,13813849,122000,"IDT","DNA-plasm","23:59","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,2020-09-25 12:00:00,NA,NA,"53143",NA,"44095.999305555553","355660",8853.05495295268,2
"Hartford",2020-09-22,"527332001",1.906,NA,2174,NA,5.96,NA,3.6,"24hr-FWCmp","filtMgCl2",NA,"Washington",NA,"WI0020192",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,3613,3715,NA,"Gene copies/L",33000,68000,"N",3,NA,734,-1,"Yes","Gene copies/L","qPCR",NA,7151715,15200,"IDT","DNA-plasm","07:15","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",1.7,2020-09-25 12:00:00,NA,NA,"53027",NA,"44096.302083333336","355660",1628.4784309287,2
"New Richmond",2020-09-22,"527333001",0.676,NA,936,0.04,5.96,NA,0.98,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix",NA,"WI0021245",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,1424,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,447,274,"Yes","Gene copies/L","qPCR",7.19,22236184,9167,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",2.3,2020-09-25 12:00:00,NA,NA,"54017",NA,"44096.291666666664","355660",797.827048927272,2
"Rhinelander",2020-09-22,"527334001",1.03,NA,1018,0.01,5.96,NA,2.21,"24hr-FWCmp","filtMgCl2",NA,"Oneida",NA,"WI0020044",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,1407,-1,NA,"Gene copies/L",33000,68000,"N",3,NA,629,-1,"Yes","Gene copies/L","qPCR",7.57,34019775,7800,"IDT","DNA-plasm","09:25","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,2020-09-25 12:00:00,NA,NA,"54501",NA,"44096.392361111109","355660",940.745980591998,2
"WI Rapids",2020-09-22,"527335001",2.915,NA,25828,0.9,5.96,NA,5.27,"24hr-FWCmp","filtMgCl2",NA,"Wood",NA,"WI0025844",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,31371,4518,NA,"Gene copies/L",33000,68000,"N",3,NA,20285,4269,"Yes","Gene copies/L","qPCR",6.9,10840174,20000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",10,2020-09-25 12:00:00,NA,NA,"54494",NA,"44096.333333333336","355660",25226.1914485719,2
"Heart of the Valley",2020-09-22,"527336001",4.476,NA,33730,0.15,5.96,NA,26.4,"24hr-FWCmp","filtMgCl2",NA,"Outagamie",NA,"WI0031232",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,52478,3178,NA,"Gene copies/L",33000,68000,"N",3,NA,14981,7899,"Yes","Gene copies/L","qPCR",7.7,19847305,50000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4.1,2020-09-25 12:00:00,NA,NA,"54130",NA,"44096.291666666664","355660",28038.7752585594,2
"Portage",2020-09-22,"527339001",1.78,NA,23581,0.19,5.96,NA,2.102,"24hr-FWCmp","filtMgCl2",NA,"Columbia","7.51","WI0020427",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,30207,572,NA,"Gene copies/L",33000,68000,"N",3,NA,16954,9513,"Yes","Gene copies/L","qPCR",7.7,21874212,10693,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",4,2020-09-25 12:00:00,NA,NA,"53901",NA,"44096.291666666664","355660",22630.2779037289,2
"Oshkosh",2020-09-22,"527341001",8.791,NA,143901,0.69,5.96,NA,20,"24hr-FWCmp","filtMgCl2",NA,"Winnebago","5.34","WI0025038",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,187992,8257,NA,"Gene copies/L",33000,68000,"N",3,NA,99810,10769,"No","Gene copies/L","qPCR",8.35,14217294,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",7.5,2020-09-25 12:00:00,NA,NA,"54902",NA,"44096.291666666664","355660",136979.858081398,2
"Beloit",2020-09-23,"527535001",3.8895,NA,4389,0.2188,5.96,NA,11.3,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0023370",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,8057,4566,NA,"Gene copies/L",33000,68000,"N",3,NA,721,-1,"Yes","Gene copies/L","qPCR",7.5,21842946,35000,"IDT","DNA-plasm","06:45","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",5.5,2020-10-02 12:30:00,NA,NA,"53511",NA,"44097.28125","355660",2410.20683759714,2
"Platteville",2020-09-23,"527546001",1.23,NA,26163,0.3284,5.96,NA,3,"24hr-FWCmp","filtMgCl2",NA,"Grant","1.66","WI0020435",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,41943,5295,NA,"Gene copies/L",33000,68000,"N",3,NA,10382,3648,"Yes","Gene copies/L","qPCR",7.8,4415408,14000,"IDT","DNA-plasm","07:45","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",13.17,2020-10-02 12:30:00,NA,NA,"53818",NA,"44097.322916666664","355660",20867.4920869759,2
"La Crosse",2020-09-24,"527770001",10.26,NA,13958,0.0547,5.96,NA,20,"24hr-FWCmp","filtMgCl2",NA,"La Crosse","3.00","WI0029581",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,25761,5497,NA,"Gene copies/L",33000,68000,"N",3,NA,2155,1554,"Yes","Gene copies/L","qPCR",7.3,13295911,85000,"IDT","DNA-plasm","07:32","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",9.9,2020-10-02 12:30:00,NA,NA,"54601",NA,"44098.313888888886","355660",7450.8358591503,2
"Oshkosh",2020-09-24,"527772001",8.704,NA,139546,1.1531,5.96,NA,20,"24hr-FWCmp","filtMgCl2",NA,"Winnebago","5.67","WI0025038",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,207061,28644,NA,"Gene copies/L",33000,68000,"N",3,NA,72031,9405,"No","Gene copies/L","qPCR",8.28,20810658,67000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.7,2020-10-02 12:30:00,NA,NA,"54902",NA,"44098.291666666664","355660",122126.20886198,2
"Manitowoc",2020-09-24,"527775001",9.29,NA,16838,1.6223,5.96,NA,15.5,"24hr-FWCmp","filtMgCl2",NA,"Manitowoc",NA,"WI0024601",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,19093,3233,NA,"Gene copies/L",33000,68000,"N",3,NA,14584,1641,"Yes","Gene copies/L","qPCR",7.8,6983881,34450,"IDT","DNA-plasm","12:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8.7,2020-10-02 12:30:00,NA,NA,"54220",NA,"44098.5","355660",16686.8904233233,2
"Madison",2020-09-25,"527807001",41.07,NA,14882,0.7774,5.96,NA,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,28553,2132,NA,"Gene copies/L",33000,68000,"N",3,NA,1210,291,"Yes","Gene copies/L","qPCR",7.74,26700211,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-10-02 12:30:00,NA,NA,"53713",NA,"44099","355660",5877.85079769808,2
"Madison",2020-09-24,"527808001",41.47,NA,10590,0.0731,5.96,NA,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,16743,7255,NA,"Gene copies/L",33000,68000,"N",3,NA,4437,1831,"Yes","Gene copies/L","qPCR",7.71,21097519,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-10-02 12:30:00,NA,NA,"53713",NA,"44098","355660",8619.08875693945,2
"Madison",2020-09-23,"527809001",41.65,NA,18964,0.2744,5.96,NA,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,30509,278,NA,"Gene copies/L",33000,68000,"N",3,NA,7419,2855,"Yes","Gene copies/L","qPCR",7.6,21980553,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-10-02 12:30:00,NA,NA,"53713",NA,"44097","355660",15044.8087724637,2
"Fall UW-Sellery",2020-09-25,"527831001",NA,NA,1451899,1.4485,5.96,NA,NA,NA,"filtMgCl2",1138,NA,NA,NA,2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,1688398,341826,NA,"Gene copies/L",33000,68000,"N",3,NA,1215400,90983,"No","Gene copies/L","qPCR",8,61075402,NA,"IDT","DNA-plasm","08:30",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-10-02 12:30:00,152,NA,NA,NA,"44099.354166666664","355590",1432507.91592926,2
"Fall UW-LakeShore",2020-09-25,"527832001",NA,NA,43847,0.0352,5.96,NA,NA,NA,"filtMgCl2",5890,NA,NA,NA,0.75,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,80997,895,NA,"Gene copies/L",87000,180000,"N",3,NA,6696,4334,"Yes","Gene copies/L","qPCR",7,190779976,NA,"IDT","DNA-plasm","08:00",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-10-02 12:30:00,2460,NA,NA,NA,"44099.333333333336","355590",23288.5360639092,2
"Madison",2020-09-28,"527915001",40.95,NA,12537,0.17219946,5.9202,NA,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,22794,4518,NA,"Gene copies/L",33000,68000,"N",3,NA,2281,1719,"Yes","Gene copies/L","qPCR",7.67,40392929.84,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",18.8,2020-09-30 19:25:00,NA,NA,"53713",NA,"44102","355660",7210.62507692641,2
"MMSD-P2",2020-09-28,"527918001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"00:00",NA,NA,"Influent (Untreated Waste H2O)",NA,"WI",NA,NA,NA,NA,"53713",NA,"44102","355660",NA,0
"Eau Claire",2020-09-25,"528104001",7.72,NA,60009,0.025866629,5.9202,NA,12,"24hr-FWCmp","filtMgCl2",1143,"Eau Claire","3.39","WI0023850",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,102011,7969,NA,"Gene copies/L",33000,68000,"N",3,NA,18006,3743,"Yes","Gene copies/L","qPCR",7.16,20923962.7,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",22.2,2020-09-30 19:25:00,NA,NA,"54703",NA,"44099.25","355660",42858.0221895505,2
"Janesville",2020-09-26,"528105001",11.11,NA,46409,2.04193569,5.9202,NA,16.1,"24hr-FWCmp","filtMgCl2",NA,"Rock",NA,"WI0030350",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,52609,6788,NA,"Gene copies/L",33000,68000,"N",3,NA,40209,9944,"No","Gene copies/L","qPCR",7.72,7049296.304,63500,"IDT","DNA-plasm","07:10","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",3.5,2020-09-30 19:25:00,NA,NA,"53548",NA,"44100.298611111109","355660",45992.9916509026,2
"Kenosha",2020-09-26,"528106001",18.19,NA,47480,1.581151149,5.9202,NA,28,"24hr-FWCmp","filtMgCl2",1218,"Kenosha",NA,"WI0028703",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,71153,14689,NA,"Gene copies/L",33000,68000,"N",3,NA,23808,1703,"Yes","Gene copies/L","qPCR",7.6,19387684.37,122000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-30 19:25:00,NA,NA,"53143",NA,"44100","355660",41158.3603171944,2
"Stevens Point",2020-09-26,"528107001",2.15,NA,189461,0.642756861,5.9202,NA,4.55,"24hr-FWCmp","filtMgCl2",1061,"Portage",NA,"WI0029572",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,247536,49091,NA,"Gene copies/L",33000,68000,"N",3,NA,131386,24819,"No","Gene copies/L","qPCR",7.45,11292213.06,27000,"IDT","DNA-plasm","07:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-30 19:25:00,NA,NA,"54481",NA,"44100.291666666664","355660",180340.691181996,2
"Wausau",2020-09-26,"528109001",4.01,NA,25791,0.057709419,5.9202,NA,8.2,"24hr-FWCmp","filtMgCl2",NA,"Marathon",NA,"WI0025739",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,45924,3962,NA,"Gene copies/L",33000,68000,"N",3,NA,5659,2084,"Yes","Gene copies/L","qPCR",NA,25530408.87,42000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-30 19:25:00,NA,NA,"54401",NA,"44100.333333333336","355660",16120.9154826889,2
"WI Rapids",2020-09-25,"528112001",2.796,NA,13707,0.172459655,5.9202,NA,5.27,"24hr-FWCmp","filtMgCl2",NA,"Wood","4.5","WI0025844",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,19878,7482,NA,"Gene copies/L",33000,68000,"N",3,NA,7536,3335,"Yes","Gene copies/L","qPCR",6.9,9089246.314,20000,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",8,2021-01-07 19:25:00,NA,NA,"54494",NA,"44099.333333333336","355660",12239.3058626705,2
"Sheboygan",2020-09-25,"528114001",9.722,NA,61801,0.948422531,5.9202,NA,18.4,"24hr-FWCmp","filtMgCl2",NA,"Sheboygan",NA,"WI0025411",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,85024,15343,NA,"Gene copies/L",33000,68000,"N",3,NA,38579,11090,"No","Gene copies/L","qPCR",7.5,48999896.39,75000,"IDT","DNA-plasm","06:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",20,2020-09-30 19:25:00,NA,NA,"53081",NA,"44099.25","355660",57272.5143153328,2
"Hudson",2020-09-26,"528143001",1.457,NA,27242,1.114403067,5.9202,NA,2.2,"24hr-FWCmp","filtMgCl2",NA,"Saint Croix","4.92","WI0024279",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,37756,4529,NA,"Gene copies/L",33000,68000,"N",3,NA,16728,6486,"Yes","Gene copies/L","qPCR",7.8,9518553.003,19680,"IDT","DNA-plasm","08:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",9.3,2020-09-30 19:25:00,NA,NA,"54016",NA,"44100.333333333336","355660",25131.3025527926,2
"Madison",2020-09-29,"528252001",41.28,NA,17612,0.150777487,5.9202,NA,56,"24hr-FWCmp","filtMgCl2",NA,"Dane",NA,"WI0024597",2,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",20000,64000,"N",3,NA,25014,7042,NA,"Gene copies/L",33000,68000,"N",3,NA,10209,3640,"Yes","Gene copies/L","qPCR",7.86,28568924.44,380000,"IDT","DNA-plasm","00:00","influent",NA,"Influent (Untreated Waste H2O)","composite","WI",NA,2020-09-30 19:25:00,NA,"SAMPLE RECEIVED WARM. RESULTS UNCERTAIN.","53713",NA,"44103","355660",15980.2354801173,2
"Fall UW-LakeShore",2020-09-29,"528260001",NA,NA,150054,0.0912876,5.9202,NA,NA,NA,"filtMgCl2",2400,NA,NA,NA,0.75,"PromegaHT",NA,"No","No","BRSV-RNA","Klymus19",53000,170000,"N",3,NA,234183,13128,NA,"Gene copies/L",87000,180000,"N",3,NA,65926,8734,"Yes","Gene copies/L","qPCR",7.25,152504717.6,NA,"IDT","DNA-plasm","08:00",NA,NA,"Influent (Untreated Waste H2O)",NA,NA,NA,2020-09-30 19:25:00,965,NA,NA,NA,"44103.333333333336","355590",124252.760363704,2
